abbreviation	EC
HMR_1708	4.2.1.107
HMR_1710	2.3.1.176
HMR_1710	2.3.1.154
HMR_1730	3.1.6.2
HMR_1735	1.14.13.98
HMR_1737	1.14.13.99
HMR_1738	1.1.1.181
HMR_1739	1.14.13.95
HMR_1740	1.3.1.3
HMR_1741	1.3.1.3
HMR_1742	1.1.1.50
HMR_1743	1.1.1.50
HMR_1744	1.14.13.15
HMR_1745	1.14.13.15
HMR_1746	1.14.13.15
HMR_1747	1.14.13.15
HMR_1748	1.14.13.15
HMR_1749	1.14.13.15
HMR_1750	1.14.13.15
HMR_1751	1.14.13.15
HMR_1752	1.17.99.3
HMR_1753	4.2.1.107
HMR_1754	6.2.1.7
HMR_1756	6.2.1.7
HMR_1758	2.3.1.65
HMR_1759	2.3.1.65
HMR_1760	5.1.99.4
HMR_1761	5.1.99.4
HMR_1762	1.14.13.15
HMR_1764	1.14.13.99
HMR_1765	1.14.13.100
HMR_1766	1.1.1.181
HMR_1767	1.14.13.95
HMR_1768	1.3.1.3
HMR_1769	1.3.1.3
HMR_1770	1.1.1.50
HMR_1771	1.1.1.50
HMR_1778	1.14.13.15
HMR_1781	1.14.99.38
HMR_1783	1.1.1.145
HMR_1783	5.3.3.1
HMR_1785	1.14.99.38
HMR_1786	1.14.99.38
HMR_1798	1.14.13.-
HMR_1802	1.14.13.-
HMR_1804	1.14.13.-
HMR_1807	1.14.13.15
HMR_1834	3.5.1.24
HMR_1838	1.14.13.97
HMR_1847	3.1.6.2
HMR_1897	TCDB:3.A.1.208.2
HMR_1897	TCDB:3.A.1.208.9
HMR_1897	TCDB:3.A.1.208.7
HMR_1916	1.14.13.15
HMR_1925	1.14.13.100
HMR_1927	1.14.13.-
HMR_1928	1.14.15.16
HMR_1929	1.14.15.16
HMR_1931	1.1.1.21
HMR_1932	1.14.15.6
HMR_1933	1.14.99.9
HMR_1934	1.14.15.6
HMR_1935	1.14.15.6
HMR_1940	1.14.99.10
HMR_1941	1.1.1.145
HMR_1941	5.3.3.1
HMR_1942	1.14.15.4
HMR_1943	1.14.13.100
HMR_1944	1.14.99.9
HMR_1948	1.14.99.10
HMR_1949	1.1.1.145
HMR_1949	5.3.3.1
HMR_1950	1.14.15.4
HMR_1951	1.1.1.145
HMR_1951	5.3.3.1
HMR_1958	4.1.2.30
HMR_1962	2.8.2.2
HMR_1967	1.1.1.145
HMR_1968	1.1.1.145
HMR_1970	5.3.3.1
HMR_1971	5.3.3.1
HMR_1976	1.3.1.22
HMR_1979	1.1.1.145
HMR_1980	5.3.3.1
HMR_1981	1.14.99.9
HMR_1982	1.1.1.145
HMR_1983	5.3.3.1
HMR_1988	1.14.99.10
HMR_1989	1.14.15.4
HMR_1990	1.14.99.10
HMR_1991	1.14.99.9
HMR_1992	1.14.99.10
HMR_1993	1.14.15.4
HMR_1996	1.1.1.146
HMR_2002	1.3.1.30
HMR_2003	1.1.1.213
HMR_2007	1.14.99.10
HMR_2010	1.14.15.5
HMR_2011	1.14.15.5
HMR_2014	1.3.1.3
HMR_2014	1.3.99.6
HMR_2016	1.1.1.209
HMR_2016	1.1.1.213
HMR_2016	1.1.1.50
HMR_2018	1.1.1.209
HMR_2018	1.1.1.213
HMR_2018	1.1.1.50
HMR_2029	1.14.14.1
HMR_2030	1.14.14.1
HMR_2031	1.14.14.1
HMR_2032	1.14.14.1
HMR_2033	1.14.14.1
HMR_2034	1.14.14.1
HMR_2040	1.14.15.4
HMR_2041	1.1.1.62
HMR_2041	1.1.1.64
HMR_2061	1.11.1.7
HMR_2061	1.11.1.8
HMR_2061	1.11.2.2
HMR_2062	1.11.1.7
HMR_2062	1.11.1.8
HMR_2062	1.11.2.2
HMR_2063	1.11.1.7
HMR_2063	1.11.1.8
HMR_2063	1.11.2.2
HMR_2065	1.1.1.145
HMR_2065	5.3.3.1
HMR_2066	1.14.15.4
HMR_2067	1.1.1.145
HMR_2067	5.3.3.1
HMR_2076	1.11.1.7
HMR_2076	1.11.1.8
HMR_2076	1.11.2.2
HMR_2077	1.11.1.7
HMR_2077	1.11.1.8
HMR_2077	1.11.2.2
HMR_2078	1.11.1.7
HMR_2078	1.11.1.8
HMR_2078	1.11.2.2
HMR_2080	1.1.1.145
HMR_2081	1.1.1.145
HMR_2082	2.8.2.4
HMR_2087	5.3.3.1
HMR_2088	1.11.1.7
HMR_2088	1.11.1.8
HMR_2088	1.11.2.2
HMR_2089	1.11.1.7
HMR_2089	1.11.1.8
HMR_2089	1.11.2.2
HMR_2090	1.3.1.22
HMR_2092	1.3.1.22
HMR_2093	1.1.1.145
HMR_2094	5.3.3.1
HMR_2099	1.11.1.7
HMR_2099	1.11.1.8
HMR_2099	1.11.2.2
HMR_2100	1.11.1.7
HMR_2100	1.11.1.8
HMR_2100	1.11.2.2
HMR_2101	5.3.3.1
HMR_2103	1.14.99.10
HMR_2104	1.14.15.4
HMR_2105	1.14.99.10
HMR_2114	1.14.99.9
HMR_2116	1.14.99.10
HMR_2127	1.14.15.4
HMR_2132	1.14.13.-
HMR_2139	1.14.13.126
HMR_2140	1.14.13.126
HMR_2142	1.14.13.-
HMR_2143	1.14.13.-
HMR_2190	2.3.1.199
HMR_2193	4.2.1.134
HMR_2210	1.3.1.93
HMR_2211	2.3.1.199
HMR_2215	2.3.1.199
HMR_2217	1.1.1.330
HMR_2218	4.2.1.134
HMR_2219	1.3.1.93
HMR_2227	2.3.1.85
HMR_2228	2.3.1.85
HMR_2229	2.3.1.85
HMR_2230	2.3.1.85
HMR_2231	2.3.1.85
HMR_2232	2.3.1.85
HMR_2233	2.3.1.85
HMR_2234	2.3.1.85
HMR_2235	2.3.1.85
HMR_2236	2.3.1.85
HMR_2237	2.3.1.85
HMR_2238	2.3.1.85
HMR_2239	2.3.1.85
HMR_2240	2.3.1.85
HMR_2241	2.3.1.85
HMR_2242	2.3.1.85
HMR_2243	2.3.1.85
HMR_2244	2.3.1.85
HMR_2245	2.3.1.85
HMR_2246	2.3.1.85
HMR_2247	2.3.1.85
HMR_2248	3.1.2.14
HMR_2248	2.3.1.85
HMR_2249	2.3.1.85
HMR_2250	2.3.1.85
HMR_2251	2.3.1.85
HMR_2252	2.3.1.85
HMR_2253	3.1.2.14
HMR_2253	2.3.1.85
HMR_2254	2.3.1.85
HMR_2255	2.3.1.85
HMR_2256	2.3.1.85
HMR_2257	2.3.1.85
HMR_2258	3.1.2.14
HMR_2258	2.3.1.85
HMR_2259	2.3.1.199
HMR_2260	1.1.1.330
HMR_2261	4.2.1.134
HMR_2262	1.3.1.93
HMR_2263	2.3.1.199
HMR_2264	1.1.1.330
HMR_2265	4.2.1.134
HMR_2266	1.3.1.93
HMR_2267	2.3.1.199
HMR_2268	1.1.1.330
HMR_2269	4.2.1.134
HMR_2270	1.3.1.93
HMR_2281	1.14.19.1
HMR_2282	1.14.19.1
HMR_2284	1.14.19.1
HMR_2286	1.14.19.1
HMR_2287	1.14.19.1
HMR_2288	1.14.19.1
HMR_2289	1.14.19.1
HMR_2292	1.14.19.1
HMR_2293	1.14.19.1
HMR_2294	1.14.19.1
HMR_2295	1.14.19.1
HMR_2296	1.14.19.1
HMR_2332	2.3.1.199
HMR_2334	1.1.1.330
HMR_2336	4.2.1.134
HMR_2338	1.3.1.93
HMR_2342	2.3.1.199
HMR_2343	1.1.1.330
HMR_2344	4.2.1.134
HMR_2345	1.3.1.93
HMR_2347	2.3.1.199
HMR_2348	1.1.1.330
HMR_2349	4.2.1.134
HMR_2350	1.3.1.93
HMR_2353	2.3.1.199
HMR_2354	1.1.1.330
HMR_2355	4.2.1.134
HMR_2356	1.3.1.93
HMR_2359	1.14.19.-
HMR_2361	2.3.1.199
HMR_2362	1.1.1.330
HMR_2363	4.2.1.134
HMR_2364	1.3.1.93
HMR_2365	1.14.19.-
HMR_2368	1.14.19.3
HMR_2374	2.3.1.85
HMR_2376	2.3.1.85
HMR_2380	1.14.19.-
HMR_2391	2.3.1.85
HMR_2393	2.3.1.85
HMR_2395	2.3.1.199
HMR_2403	2.3.1.85
HMR_2433	2.3.1.199
HMR_2434	1.1.1.330
HMR_2435	4.2.1.134
HMR_2436	1.3.1.93
HMR_2437	3.1.2.14
HMR_2437	2.3.1.85
HMR_2438	1.14.99.1
HMR_2440	1.13.11.12
HMR_2440	1.13.11.33
HMR_2441	1.11.1.9
HMR_2443	2.3.1.85
HMR_2447	3.1.2.14
HMR_2447	2.3.1.85
HMR_2456	1.14.14.1
HMR_2457	1.14.14.1
HMR_2458	1.14.14.1
HMR_2472	1.14.19.-
HMR_2484	1.14.19.-
HMR_2495	2.3.1.199
HMR_2530	2.3.1.199
HMR_2533	1.1.1.330
HMR_2535	4.2.1.134
HMR_2537	1.3.1.93
HMR_2540	2.3.1.199
HMR_2541	1.1.1.330
HMR_2542	4.2.1.134
HMR_2543	1.3.1.93
HMR_2547	1.1.1.330
HMR_2554	4.2.1.134
HMR_2558	1.3.1.93
HMR_2560	1.14.19.1
HMR_2561	1.13.11.34
HMR_2564	1.14.19.1
HMR_2567	1.14.19.1
HMR_2569	1.14.19.1
HMR_2571	1.14.19.1
HMR_2575	1.14.19.1
HMR_2577	1.14.19.1
HMR_2578	1.13.11.34
HMR_2581	1.14.99.1
HMR_2582	1.14.99.1
HMR_2585	1.14.99.1
HMR_2602	2.3.1.21
HMR_2603	TCDB:2.A.29.8.3
HMR_2604	2.3.1.7
HMR_2605	2.3.1.21
HMR_2606	TCDB:2.A.29.8.3
HMR_2607	2.3.1.7
HMR_2608	2.3.1.21
HMR_2609	TCDB:2.A.29.8.3
HMR_2610	2.3.1.7
HMR_2611	2.3.1.21
HMR_2612	TCDB:2.A.29.8.3
HMR_2613	2.3.1.7
HMR_2614	2.3.1.21
HMR_2616	TCDB:2.A.29.8.3
HMR_2618	2.3.1.7
HMR_2620	2.3.1.21
HMR_2621	TCDB:2.A.29.8.3
HMR_2622	2.3.1.7
HMR_2624	TCDB:2.A.29.8.3
HMR_2633	2.3.1.21
HMR_2634	TCDB:2.A.29.8.3
HMR_2635	2.3.1.7
HMR_2644	TCDB:2.A.29.8.3
HMR_2648	2.3.1.21
HMR_2649	TCDB:2.A.29.8.3
HMR_2650	2.3.1.7
HMR_2651	2.3.1.21
HMR_2652	TCDB:2.A.29.8.3
HMR_2653	2.3.1.7
HMR_2655	TCDB:2.A.29.8.3
HMR_2657	2.3.1.21
HMR_2659	2.3.1.7
HMR_2660	2.3.1.21
HMR_2661	TCDB:2.A.29.8.3
HMR_2662	2.3.1.7
HMR_2666	2.3.1.21
HMR_2667	TCDB:2.A.29.8.3
HMR_2668	2.3.1.7
HMR_2669	2.3.1.21
HMR_2670	TCDB:2.A.29.8.3
HMR_2671	2.3.1.7
HMR_2673	TCDB:2.A.29.8.3
HMR_2675	2.3.1.21
HMR_2676	TCDB:2.A.29.8.3
HMR_2677	2.3.1.7
HMR_2679	TCDB:2.A.29.8.3
HMR_2681	2.3.1.21
HMR_2682	TCDB:2.A.29.8.3
HMR_2683	2.3.1.7
HMR_2684	2.3.1.21
HMR_2685	TCDB:2.A.29.8.3
HMR_2686	2.3.1.7
HMR_2687	2.3.1.21
HMR_2688	TCDB:2.A.29.8.3
HMR_2689	2.3.1.7
HMR_2690	2.3.1.21
HMR_2691	TCDB:2.A.29.8.3
HMR_2692	2.3.1.7
HMR_2693	2.3.1.21
HMR_2695	TCDB:2.A.29.8.3
HMR_2697	2.3.1.7
HMR_2699	2.3.1.21
HMR_2700	TCDB:2.A.29.8.3
HMR_2701	2.3.1.7
HMR_2702	2.3.1.21
HMR_2703	TCDB:2.A.29.8.3
HMR_2704	2.3.1.7
HMR_2705	2.3.1.21
HMR_2706	TCDB:2.A.29.8.3
HMR_2707	2.3.1.7
HMR_2708	2.3.1.21
HMR_2709	TCDB:2.A.29.8.3
HMR_2710	2.3.1.7
HMR_2711	2.3.1.21
HMR_2712	TCDB:2.A.29.8.3
HMR_2713	2.3.1.7
HMR_2715	TCDB:2.A.29.8.3
HMR_2718	TCDB:2.A.29.8.3
HMR_2722	TCDB:2.A.29.8.3
HMR_2727	TCDB:2.A.29.8.3
HMR_2731	TCDB:2.A.29.8.3
HMR_2733	2.3.1.21
HMR_2734	TCDB:2.A.29.8.3
HMR_2735	2.3.1.7
HMR_2736	2.3.1.21
HMR_2737	TCDB:2.A.29.8.3
HMR_2738	2.3.1.7
HMR_2739	2.3.1.21
HMR_2740	TCDB:2.A.29.8.3
HMR_2741	2.3.1.7
HMR_2744	TCDB:2.A.29.8.3
HMR_2748	TCDB:2.A.29.8.3
HMR_2753	TCDB:2.A.29.8.3
HMR_2757	TCDB:2.A.29.8.3
HMR_2760	TCDB:2.A.29.8.3
HMR_2764	TCDB:2.A.29.8.3
HMR_2768	2.3.1.21
HMR_2769	TCDB:2.A.29.8.3
HMR_2770	2.3.1.7
HMR_2771	2.3.1.21
HMR_2772	TCDB:2.A.29.8.3
HMR_2773	2.3.1.7
HMR_2774	2.3.1.21
HMR_2775	TCDB:2.A.29.8.3
HMR_2776	2.3.1.7
HMR_2787	TCDB:2.A.29.8.3
HMR_2788	2.3.1.7
HMR_2789	TCDB:2.A.29.8.3
HMR_2790	2.3.1.7
HMR_2791	TCDB:2.A.29.8.3
HMR_2792	2.3.1.7
HMR_2793	TCDB:2.A.29.8.3
HMR_2794	2.3.1.7
HMR_2795	TCDB:2.A.29.8.3
HMR_2796	2.3.1.7
HMR_2797	TCDB:2.A.29.8.3
HMR_2798	2.3.1.7
HMR_2799	TCDB:2.A.29.8.3
HMR_2800	2.3.1.7
HMR_2805	TCDB:2.A.29.8.3
HMR_2806	2.3.1.7
HMR_2811	TCDB:2.A.29.8.3
HMR_2812	2.3.1.7
HMR_2813	TCDB:2.A.29.8.3
HMR_2814	2.3.1.7
HMR_2815	TCDB:2.A.29.8.3
HMR_2816	2.3.1.7
HMR_2817	TCDB:2.A.29.8.3
HMR_2819	2.3.1.7
HMR_2821	TCDB:2.A.29.8.3
HMR_2822	2.3.1.7
HMR_2823	TCDB:2.A.29.8.3
HMR_2824	2.3.1.7
HMR_2827	2.3.1.7
HMR_2829	TCDB:2.A.29.8.3
HMR_2830	2.3.1.7
HMR_2831	TCDB:2.A.29.8.3
HMR_2832	2.3.1.7
HMR_2833	TCDB:2.A.29.8.3
HMR_2834	2.3.1.7
HMR_2835	TCDB:2.A.29.8.3
HMR_2836	2.3.1.7
HMR_2837	TCDB:2.A.29.8.3
HMR_2838	2.3.1.7
HMR_2839	TCDB:2.A.29.8.3
HMR_2840	2.3.1.7
HMR_2841	TCDB:2.A.29.8.3
HMR_2842	2.3.1.7
HMR_2843	TCDB:2.A.29.8.3
HMR_2844	2.3.1.7
HMR_2845	TCDB:2.A.29.8.3
HMR_2846	2.3.1.7
HMR_2847	TCDB:2.A.29.8.3
HMR_2848	2.3.1.7
HMR_2849	TCDB:2.A.29.8.3
HMR_2850	2.3.1.7
HMR_2851	TCDB:2.A.29.8.3
HMR_2852	2.3.1.7
HMR_2853	TCDB:2.A.29.8.3
HMR_2854	2.3.1.7
HMR_2855	TCDB:2.A.29.8.3
HMR_2856	2.3.1.7
HMR_2857	TCDB:2.A.29.8.3
HMR_2859	2.3.1.7
HMR_2861	TCDB:2.A.29.8.3
HMR_2862	2.3.1.7
HMR_2863	TCDB:2.A.29.8.3
HMR_2864	2.3.1.7
HMR_2865	TCDB:2.A.29.8.3
HMR_2866	2.3.1.7
HMR_2867	TCDB:2.A.29.8.3
HMR_2868	2.3.1.7
HMR_2869	TCDB:2.A.29.8.3
HMR_2870	2.3.1.7
HMR_2871	TCDB:2.A.29.8.3
HMR_2872	2.3.1.7
HMR_2873	TCDB:2.A.29.8.3
HMR_2874	2.3.1.7
HMR_2875	TCDB:2.A.29.8.3
HMR_2876	2.3.1.7
HMR_2877	2.3.1.21
HMR_2878	TCDB:2.A.29.8.3
HMR_2879	2.3.1.7
HMR_2884	TCDB:2.A.29.8.3
HMR_2886	2.3.1.7
HMR_2888	TCDB:2.A.29.8.3
HMR_2890	2.3.1.7
HMR_2896	TCDB:2.A.29.8.3
HMR_2897	2.3.1.7
HMR_2898	TCDB:2.A.29.8.3
HMR_2899	2.3.1.7
HMR_2900	TCDB:2.A.29.8.3
HMR_2901	2.3.1.7
HMR_2902	TCDB:2.A.29.8.3
HMR_2903	2.3.1.7
HMR_2904	TCDB:2.A.29.8.3
HMR_2905	2.3.1.7
HMR_2906	2.3.1.21
HMR_2907	TCDB:2.A.29.8.3
HMR_2908	2.3.1.7
HMR_2910	TCDB:2.A.29.8.3
HMR_2911	2.3.1.7
HMR_2913	TCDB:2.A.29.8.3
HMR_2914	2.3.1.7
HMR_2916	TCDB:2.A.29.8.3
HMR_2917	2.3.1.7
HMR_2918	2.3.1.21
HMR_2919	TCDB:2.A.29.8.3
HMR_2920	2.3.1.7
HMR_2922	TCDB:2.A.29.8.3
HMR_2923	2.3.1.7
HMR_2925	TCDB:2.A.29.8.3
HMR_2926	2.3.1.7
HMR_2928	TCDB:2.A.29.8.3
HMR_2929	2.3.1.7
HMR_2930	2.3.1.21
HMR_2931	TCDB:2.A.29.8.3
HMR_2932	2.3.1.7
HMR_2942	6.2.1.3
HMR_2943	6.2.1.3
HMR_2944	6.2.1.3
HMR_2945	6.2.1.3
HMR_2946	6.2.1.3
HMR_2947	6.2.1.3
HMR_2948	6.2.1.3
HMR_2951	6.2.1.3
HMR_2954	6.2.1.3
HMR_2955	6.2.1.3
HMR_2956	6.2.1.3
HMR_2961	6.2.1.3
HMR_2962	6.2.1.3
HMR_2963	6.2.1.3
HMR_2964	6.2.1.3
HMR_2965	6.2.1.3
HMR_2966	6.2.1.3
HMR_2967	6.2.1.3
HMR_2968	6.2.1.3
HMR_2969	6.2.1.3
HMR_2970	6.2.1.3
HMR_2971	6.2.1.3
HMR_2972	6.2.1.3
HMR_2973	6.2.1.3
HMR_2974	6.2.1.3
HMR_2975	6.2.1.3
HMR_2976	6.2.1.3
HMR_2977	6.2.1.3
HMR_2978	6.2.1.3
HMR_2979	6.2.1.3
HMR_2980	6.2.1.3
HMR_2982	6.2.1.3
HMR_2983	6.2.1.3
HMR_2985	6.2.1.3
HMR_2986	6.2.1.3
HMR_2988	6.2.1.3
HMR_2989	6.2.1.3
HMR_2990	6.2.1.3
HMR_2994	6.2.1.3
HMR_2998	6.2.1.3
HMR_2999	6.2.1.3
HMR_3001	6.2.1.3
HMR_3002	6.2.1.3
HMR_3003	6.2.1.3
HMR_3017	TCDB:3.A.1.203.3
HMR_3018	TCDB:3.A.1.203
HMR_3021	TCDB:3.A.1.203
HMR_3023	TCDB:3.A.1.203
HMR_3053	TCDB:2.A.29.8.3
HMR_3054	2.3.1.7
HMR_3055	TCDB:2.A.29.8.3
HMR_3056	2.3.1.7
HMR_3057	1.3.3.6
HMR_3058	4.2.1.17
HMR_3059	1.1.1.35
HMR_3059	1.1.1.211
HMR_3062	1.3.3.6
HMR_3063	4.2.1.17
HMR_3064	1.1.1.35
HMR_3064	1.1.1.211
HMR_3065	2.3.1.16
HMR_3066	1.3.3.6
HMR_3067	4.2.1.17
HMR_3068	1.1.1.35
HMR_3068	1.1.1.211
HMR_3069	2.3.1.16
HMR_3070	1.3.3.6
HMR_3071	4.2.1.17
HMR_3072	1.1.1.35
HMR_3072	1.1.1.211
HMR_3073	2.3.1.16
HMR_3074	1.3.3.6
HMR_3075	4.2.1.17
HMR_3076	1.1.1.35
HMR_3076	1.1.1.211
HMR_3094	1.3.3.6
HMR_3095	4.2.1.17
HMR_3096	1.1.1.35
HMR_3096	1.1.1.211
HMR_3097	2.3.1.16
HMR_3098	1.3.3.6
HMR_3099	4.2.1.17
HMR_3100	1.1.1.35
HMR_3100	1.1.1.211
HMR_3101	2.3.1.16
HMR_3102	1.3.3.6
HMR_3106	TCDB:2.A.29.8.3
HMR_3107	1.3.8.7
HMR_3107	1.3.8.8
HMR_3107	1.3.8.9
HMR_3107	1.3.99.-
HMR_3107	
HMR_3108	4.2.1.17
HMR_3109	1.1.1.35
HMR_3109	1.1.1.211
HMR_3110	2.3.1.16
HMR_3110	1.1.1.211
HMR_3111	1.3.8.7
HMR_3111	1.3.8.8
HMR_3111	1.3.8.9
HMR_3111	1.3.99.-
HMR_3111	
HMR_3112	4.2.1.17
HMR_3113	1.1.1.35
HMR_3113	1.1.1.211
HMR_3114	2.3.1.16
HMR_3114	1.1.1.211
HMR_3115	1.3.8.7
HMR_3115	1.3.8.8
HMR_3115	1.3.8.9
HMR_3115	1.3.99.-
HMR_3115	
HMR_3116	4.2.1.17
HMR_3117	1.1.1.35
HMR_3117	1.1.1.211
HMR_3118	2.3.1.16
HMR_3118	1.1.1.211
HMR_3121	1.3.8.7
HMR_3121	1.3.8.8
HMR_3121	1.3.8.9
HMR_3121	1.3.99.-
HMR_3121	
HMR_3128	1.3.8.7
HMR_3128	1.3.8.8
HMR_3128	1.3.8.9
HMR_3128	1.3.99.-
HMR_3128	
HMR_3135	1.3.8.7
HMR_3135	1.3.8.8
HMR_3135	1.3.8.9
HMR_3135	1.3.99.-
HMR_3135	
HMR_3142	1.3.8.7
HMR_3142	1.3.99.-
HMR_3149	1.3.8.7
HMR_3149	1.3.99.-
HMR_3156	1.3.8.5
HMR_3170	1.3.8.7
HMR_3170	1.3.8.8
HMR_3170	1.3.8.9
HMR_3170	1.3.99.-
HMR_3170	
HMR_3171	4.2.1.17
HMR_3172	1.1.1.35
HMR_3172	1.1.1.211
HMR_3173	2.3.1.16
HMR_3173	1.1.1.211
HMR_3174	1.3.8.7
HMR_3174	1.3.8.8
HMR_3174	1.3.8.9
HMR_3174	1.3.99.-
HMR_3174	
HMR_3175	4.2.1.17
HMR_3176	1.1.1.35
HMR_3176	1.1.1.211
HMR_3177	2.3.1.16
HMR_3177	1.1.1.211
HMR_3178	1.3.8.7
HMR_3178	1.3.8.8
HMR_3178	1.3.8.9
HMR_3178	1.3.99.-
HMR_3178	
HMR_3179	4.2.1.17
HMR_3180	1.1.1.35
HMR_3180	1.1.1.211
HMR_3181	2.3.1.16
HMR_3181	1.1.1.211
HMR_3182	1.3.8.7
HMR_3182	1.3.8.8
HMR_3182	1.3.8.9
HMR_3182	1.3.99.-
HMR_3182	
HMR_3183	4.2.1.17
HMR_3184	1.1.1.35
HMR_3184	1.1.1.211
HMR_3185	2.3.1.16
HMR_3185	1.1.1.211
HMR_3186	1.3.8.7
HMR_3186	1.3.8.8
HMR_3186	1.3.8.9
HMR_3186	1.3.99.-
HMR_3186	
HMR_3187	4.2.1.17
HMR_3188	1.1.1.35
HMR_3188	1.1.1.211
HMR_3189	2.3.1.16
HMR_3189	1.1.1.211
HMR_3190	1.3.8.7
HMR_3190	1.3.99.-
HMR_3191	4.2.1.17
HMR_3192	1.1.1.35
HMR_3192	1.1.1.211
HMR_3193	2.3.1.16
HMR_3193	1.1.1.211
HMR_3194	1.3.8.7
HMR_3194	1.3.99.-
HMR_3195	4.2.1.17
HMR_3196	1.1.1.35
HMR_3196	1.1.1.211
HMR_3197	2.3.1.16
HMR_3197	1.1.1.211
HMR_3198	1.3.8.7
HMR_3198	1.3.99.-
HMR_3199	4.2.1.17
HMR_3200	1.1.1.35
HMR_3200	1.1.1.211
HMR_3201	2.3.1.16
HMR_3201	1.1.1.211
HMR_3202	1.3.8.5
HMR_3203	4.2.1.17
HMR_3204	1.1.1.35
HMR_3204	1.1.1.211
HMR_3205	2.3.1.16
HMR_3205	1.1.1.211
HMR_3218	1.3.8.7
HMR_3218	1.3.8.8
HMR_3218	1.3.8.9
HMR_3218	1.3.99.-
HMR_3218	
HMR_3219	4.2.1.17
HMR_3220	1.1.1.35
HMR_3220	1.1.1.211
HMR_3221	2.3.1.16
HMR_3221	1.1.1.211
HMR_3222	1.3.8.7
HMR_3222	1.3.8.8
HMR_3222	1.3.8.9
HMR_3222	1.3.99.-
HMR_3222	
HMR_3223	4.2.1.17
HMR_3224	1.1.1.35
HMR_3224	1.1.1.211
HMR_3225	2.3.1.16
HMR_3225	1.1.1.211
HMR_3229	2.3.1.16
HMR_3229	1.1.1.211
HMR_3230	1.3.8.7
HMR_3230	1.3.8.8
HMR_3230	1.3.8.9
HMR_3230	1.3.99.-
HMR_3230	
HMR_3231	4.2.1.17
HMR_3232	1.1.1.35
HMR_3232	1.1.1.211
HMR_3233	2.3.1.16
HMR_3233	1.1.1.211
HMR_3234	1.3.8.7
HMR_3234	1.3.8.8
HMR_3234	1.3.8.9
HMR_3234	1.3.99.-
HMR_3234	
HMR_3235	4.2.1.17
HMR_3236	1.1.1.35
HMR_3236	1.1.1.211
HMR_3237	2.3.1.16
HMR_3237	1.1.1.211
HMR_3240	1.3.8.7
HMR_3240	1.3.8.8
HMR_3240	1.3.8.9
HMR_3240	1.3.99.-
HMR_3240	
HMR_3241	4.2.1.17
HMR_3242	1.1.1.35
HMR_3242	1.1.1.211
HMR_3243	2.3.1.16
HMR_3243	1.1.1.211
HMR_3244	1.3.8.7
HMR_3244	1.3.8.8
HMR_3244	1.3.8.9
HMR_3244	1.3.99.-
HMR_3244	
HMR_3245	4.2.1.17
HMR_3246	1.1.1.35
HMR_3246	1.1.1.211
HMR_3247	2.3.1.16
HMR_3247	1.1.1.211
HMR_3272	5.3.3.8
HMR_3272	5.3.3.-
HMR_3288	5.3.3.8
HMR_3288	5.3.3.-
HMR_3296	1.3.1.34
HMR_3316	5.3.3.8
HMR_3321	1.3.3.6
HMR_3322	1.3.1.34
HMR_3326	1.3.3.6
HMR_3327	4.2.1.17
HMR_3328	1.1.1.35
HMR_3328	1.1.1.211
HMR_3329	2.3.1.16
HMR_3330	1.3.3.6
HMR_3331	4.2.1.17
HMR_3332	1.1.1.35
HMR_3332	1.1.1.211
HMR_3333	2.3.1.16
HMR_3334	1.3.3.6
HMR_3335	4.2.1.17
HMR_3336	1.1.1.35
HMR_3336	1.1.1.211
HMR_3337	2.3.1.16
HMR_3338	1.3.3.6
HMR_3339	4.2.1.17
HMR_3340	1.1.1.35
HMR_3340	1.1.1.211
HMR_3341	2.3.1.16
HMR_3342	1.3.3.6
HMR_3343	4.2.1.17
HMR_3344	1.1.1.35
HMR_3344	1.1.1.211
HMR_3345	2.3.1.16
HMR_3346	1.3.3.6
HMR_3347	4.2.1.17
HMR_3348	1.1.1.35
HMR_3348	1.1.1.211
HMR_3349	2.3.1.16
HMR_3350	1.3.3.6
HMR_3351	4.2.1.17
HMR_3352	1.1.1.35
HMR_3352	1.1.1.211
HMR_3353	2.3.1.16
HMR_3356	1.3.3.6
HMR_3357	4.2.1.17
HMR_3358	1.1.1.35
HMR_3358	1.1.1.211
HMR_3359	2.3.1.16
HMR_3360	1.3.3.6
HMR_3361	4.2.1.17
HMR_3362	1.1.1.35
HMR_3362	1.1.1.211
HMR_3363	2.3.1.16
HMR_3375	5.3.3.8
HMR_3396	1.1.1.35
HMR_3396	1.1.1.211
HMR_3397	2.3.1.16
HMR_3398	4.2.1.17
HMR_3398	1.1.1.35
HMR_3398	1.1.1.211
HMR_3398	1.3.8.7
HMR_3398	1.3.8.8
HMR_3398	1.3.8.9
HMR_3398	2.3.1.16
HMR_3406	4.2.1.17
HMR_3406	1.1.1.35
HMR_3406	1.1.1.211
HMR_3406	1.3.8.7
HMR_3406	1.3.8.8
HMR_3406	1.3.8.9
HMR_3406	2.3.1.16
HMR_3407	4.2.1.17
HMR_3407	1.1.1.35
HMR_3407	1.1.1.211
HMR_3407	1.3.8.7
HMR_3407	1.3.8.8
HMR_3407	1.3.8.9
HMR_3407	2.3.1.16
HMR_3408	4.2.1.17
HMR_3408	1.1.1.35
HMR_3408	1.1.1.211
HMR_3408	1.3.8.7
HMR_3408	1.3.8.8
HMR_3408	1.3.8.9
HMR_3408	2.3.1.16
HMR_3409	4.2.1.17
